"row","col","corr"
"Sva0996 marine group","X34263",-0.503937608235783
"Synechococcus CC9902","X34263",-0.414341898742743
"Thalassotalea","X34263",-0.371839687161193
"Ulvibacter","X34263",0.542920792835216
"A714019","X33550",-0.309967110767891
"Aliiglaciecola","X33550",-0.261877960131584
"Alteromonas","X33550",-0.311532148147071
"Alteromonas macleodii","X33550",-0.275540519911135
"Amphritea","X33550",-0.0652482225183373
"Amylibacter","X33550",0.200043776210148
"Ascidiaceihabitans","X33550",-0.260138691590295
"AT-s3-44","X33550",-0.286388524003791
"Aureispira","X33550",-0.347766584523807
"BD1-7 clade","X33550",-0.0787796508700602
"Blastopirellula","X33550",-0.331607062297065
"Candidatus Actinomarina","X33550",-0.138256641888602
"Candidatus Endoecteinascidia","X33550",-0.296760507676709
"Candidatus Nitrosopelagicus","X33550",-0.339309441467464
"Candidatus Nitrosopumilus","X33550",-0.311810459234824
"Candidatus Puniceispirillum","X33550",-0.139738333329029
"Catenovulum","X33550",-0.275886494305408
"CL500-3","X33550",-0.136002756994769
"Clade Ia","X33550",-0.165787824431145
"Clade Ib","X33550",-0.362674371924988
"Cm1-21","X33550",-0.282641699397185
"Colwellia","X33550",-0.306475932788389
"Crocinitomix","X33550",-0.29707361201281
"D_7__Chaetoceros","X33550",0.220760660765287
"Dokdonia","X33550",-0.206533592769965
"Flavicella","X33550",-0.310788279594202
"Fluviicola","X33550",-0.0368067995346084
"Formosa","X33550",0.471903856022862
"Francisella","X33550",0.17923740550168
"FS140-16B-02 marine group","X33550",-0.342334003458249
"Halioglobus","X33550",-0.285653531765984
"Halomonas","X33550",-0.310451194719315
"Hellea","X33550",0.342943500933444
"hydrothermal vent metagenome","X33550",-0.40675221201257
"Idiomarina","X33550",-0.274790388826029
"IS-44","X33550",-0.0394784872752703
"JL-ETNP-F27","X33550",-0.312100288120534
"Lentimonas","X33550",-0.108459133945576
"Lentisphaera","X33550",-0.39670497960165
"Lewinella","X33550",0.127097151103893
"LS-NOB","X33550",-0.302165666487954
"Luminiphilus","X33550",-0.0680411269670277
"Magnetospira","X33550",-0.28731618337081
"Marinagarivorans","X33550",-0.235208541532962
"marine metagenome","X33550",-0.471282393081882
"Marinimicrobia bacterium SCGC AAA003-E22","X33550",-0.275479987225424
"Marinimicrobia bacterium SCGC AAA160-I06","X33550",-0.370526871590566
"Marinobacter","X33550",-0.26543315635363
"Marinoscillum","X33550",-0.409993334462725
"MB11C04 marine group","X33550",-0.272961103450266
"MD3-55","X33550",-0.0460635138786214
"metagenome","X33550",-0.444065785611533
"Milano-WF1B-03","X33550",-0.207213412571492
"MWH-UniP1 aquatic group","X33550",-0.1603492688536
"Nitrosomonas","X33550",-0.167838262180115
"Nitrospina","X33550",-0.381347185747604
"NS10 marine group","X33550",-0.0180100996762058
"NS2b marine group","X33550",-0.388054861292198
"NS4 marine group","X33550",-0.094522477741583
"NS5 marine group","X33550",-0.251748893072537
"Oleibacter","X33550",-0.194986191382913
"Oleiphilus","X33550",-0.00750196316856752
"Oleispira","X33550",-0.161066176573182
"OM27 clade","X33550",-0.350467896789733
"OM43 clade","X33550",-0.12198163363073
"OM60(NOR5) clade","X33550",0.000403777317398152
"OM75 clade","X33550",-0.279807207466145
"Pelagicoccus","X33550",-0.200530213560619
"Peredibacter","X33550",-0.252080726761918
"Persicirhabdus","X33550",-0.178761018973512
"Planktomarina","X33550",0.364666842891262
"Porticoccus","X33550",-0.0685922278952996
"Prochlorococcus MIT9313","X33550",-0.167257093555375
"Pseudoalteromonas","X33550",-0.382133051912684
"Pseudofulvibacter","X33550",-0.330729212566533
"Pseudohongiella","X33550",-0.181764947802617
"Pseudomonas","X33550",-0.254703291414166
"Psychromonas","X33550",-0.225485197279867
"Reichenbachiella","X33550",-0.234660303234802
"Rhodobacteraceae bacterium REDSEA-S29_B10","X33550",-0.117764450937198
"Rhodopirellula","X33550",-0.322543467972304
"Roseibacillus","X33550",-0.184216832639872
"Roseobacter clade NAC11-7 lineage","X33550",-0.256640072713042
"Rubripirellula","X33550",-0.31303015481849
"Ruegeria","X33550",0.0572139852560039
"Saprospira","X33550",0.132940940608609
"SAR116 cluster bacterium REDSEA-S10_B10N8","X33550",-0.163072934871946
"SAR202 cluster bacterium SCGC AAA240-N13","X33550",-0.246796133118058
"SAR86 cluster bacterium REDSEA-S09_B4","X33550",-0.287792085218952
"SAR92 clade","X33550",-0.0864044678588054
"SCGC AAA164-E04","X33550",-0.201611220654288
"seawater metagenome","X33550",-0.118939216770114
"Shewanella","X33550",-0.202747443751682
"Sinobacterium","X33550",-0.137848847204662
"Sulfitobacter","X33550",0.12822293915159
"SUP05 cluster","X33550",-0.332880050208944
"Sva0996 marine group","X33550",-0.368956852021214
"Synechococcus CC9902","X33550",-0.342500363029488
"Thalassotalea","X33550",-0.248204799132479
"Ulvibacter","X33550",0.420527974809737
"A714019","X41275",0.266392025648628
"Aliiglaciecola","X41275",-0.247277787934735
"Alteromonas","X41275",0.0177399090485456
"Alteromonas macleodii","X41275",0.557176855144368
"Amphritea","X41275",-0.137146681002802
"Amylibacter","X41275",-0.233591745281968
"Ascidiaceihabitans","X41275",-0.114042619501734
"AT-s3-44","X41275",0.226296947403529
"Aureispira","X41275",0.0421486378314659
"BD1-7 clade","X41275",0.382719902237162
"Blastopirellula","X41275",0.229712155918051
"Candidatus Actinomarina","X41275",-0.249236578515063
"Candidatus Endoecteinascidia","X41275",0.191868420071944
"Candidatus Nitrosopelagicus","X41275",0.296333525761692
"Candidatus Nitrosopumilus","X41275",0.274643569836565
"Candidatus Puniceispirillum","X41275",-0.213308868223046
"Catenovulum","X41275",0.1761847928141
"CL500-3","X41275",-0.0862445352723486
"Clade Ia","X41275",-0.208942834595264
"Clade Ib","X41275",0.389515974159769
"Cm1-21","X41275",0.357500429835418
"Colwellia","X41275",0.369213855409085
"Crocinitomix","X41275",0.0768609365820098
"D_7__Chaetoceros","X41275",-0.118271792502147
"Dokdonia","X41275",-0.106708418648244
"Flavicella","X41275",-0.12549669078906
"Fluviicola","X41275",-0.328072136386095
"Formosa","X41275",-0.289479946355027
"Francisella","X41275",-0.238470770422911
"FS140-16B-02 marine group","X41275",0.452149148055875
"Halioglobus","X41275",0.27901329178215
"Halomonas","X41275",0.4408919330023
"Hellea","X41275",-0.240029587622668
"hydrothermal vent metagenome","X41275",0.483197057486205
"Idiomarina","X41275",0.262688045528306
"IS-44","X41275",-0.117842925122703
"JL-ETNP-F27","X41275",0.305327697707287
"Lentimonas","X41275",-0.0908855855175419
"Lentisphaera","X41275",0.423210998961805
"Lewinella","X41275",-0.168975762673393
"LS-NOB","X41275",0.138768452543207
"Luminiphilus","X41275",-0.153607256179101
"Magnetospira","X41275",0.172787993756295
"Marinagarivorans","X41275",0.0346603130470303
"marine metagenome","X41275",0.425695579897129
"Marinimicrobia bacterium SCGC AAA003-E22","X41275",0.347043174287671
"Marinimicrobia bacterium SCGC AAA160-I06","X41275",0.118444326593072
"Marinobacter","X41275",0.0351713703645281
"Marinoscillum","X41275",0.0099239203008164
"MB11C04 marine group","X41275",0.178009809782686
"MD3-55","X41275",-0.142296926513315
"metagenome","X41275",0.0828117922709073
"Milano-WF1B-03","X41275",0.249326354374856
"MWH-UniP1 aquatic group","X41275",-0.156146753124928
"Nitrosomonas","X41275",-0.0147745704788678
"Nitrospina","X41275",0.424515354486677
"NS10 marine group","X41275",-0.019699927072952
"NS2b marine group","X41275",0.0858746821240735
"NS4 marine group","X41275",-0.0490987213902248
"NS5 marine group","X41275",-0.20076074170165
"Oleibacter","X41275",0.154767485908958
"Oleiphilus","X41275",0.0281608620253064
"Oleispira","X41275",0.0471790746377834
"OM27 clade","X41275",0.245595362446505
"OM43 clade","X41275",-0.224442321411416
"OM60(NOR5) clade","X41275",-0.237488390961763
"OM75 clade","X41275",-0.176958767720888
"Pelagicoccus","X41275",-0.137098699655457
"Peredibacter","X41275",0.53258091082428
"Persicirhabdus","X41275",-0.00546777264637315
"Planktomarina","X41275",-0.259824390489077
"Porticoccus","X41275",-0.065717200537344
"Prochlorococcus MIT9313","X41275",-0.137616315351948
"Pseudoalteromonas","X41275",0.236697985206121
"Pseudofulvibacter","X41275",0.621525050884687
"Pseudohongiella","X41275",-0.0305426007372832
"Pseudomonas","X41275",0.620784528694761
"Psychromonas","X41275",0.651103624106206
"Reichenbachiella","X41275",0.355443311179335
"Rhodobacteraceae bacterium REDSEA-S29_B10","X41275",-0.125358022510063
"Rhodopirellula","X41275",0.459021399048443
"Roseibacillus","X41275",-0.0581868317390333
"Roseobacter clade NAC11-7 lineage","X41275",-0.0188213218887595
"Rubripirellula","X41275",0.301023929153079
"Ruegeria","X41275",-0.112282429402726
"Saprospira","X41275",-0.209144821416236
"SAR116 cluster bacterium REDSEA-S10_B10N8","X41275",-0.115815071681732
"SAR202 cluster bacterium SCGC AAA240-N13","X41275",0.276040164467733
"SAR86 cluster bacterium REDSEA-S09_B4","X41275",0.515192514977315
"SAR92 clade","X41275",-0.0748377171440023
"SCGC AAA164-E04","X41275",0.0296656935497571
"seawater metagenome","X41275",-0.144810461874581
"Shewanella","X41275",0.247700305815151
"Sinobacterium","X41275",0.317606716228808
"Sulfitobacter","X41275",-0.195656018719906
"SUP05 cluster","X41275",0.405021027089921
"Sva0996 marine group","X41275",0.502961711613553
"Synechococcus CC9902","X41275",-0.131550356626592
"Thalassotalea","X41275",0.127672049204408
"Ulvibacter","X41275",-0.208150956180737
"A714019","X35426",-0.0308965383593826
"Aliiglaciecola","X35426",-0.202660870329955
"Alteromonas","X35426",-0.107944194119911
"Alteromonas macleodii","X35426",-0.0385573246378995
"Amphritea","X35426",-0.0853682645999334
"Amylibacter","X35426",-0.0278701959835796
"Ascidiaceihabitans","X35426",0.232280404181202
"AT-s3-44","X35426",-0.0736383120702974
"Aureispira","X35426",-0.103120972892609
"BD1-7 clade","X35426",-0.0615594979808837
"Blastopirellula","X35426",0.397954641948704
"Candidatus Actinomarina","X35426",-0.00409891699327391
"Candidatus Endoecteinascidia","X35426",-0.0366195017447852
"Candidatus Nitrosopelagicus","X35426",-0.0340258946033911
"Candidatus Nitrosopumilus","X35426",0.00587326254247715
"Candidatus Puniceispirillum","X35426",-0.114043664047982
"Catenovulum","X35426",-0.0990312584536763
"CL500-3","X35426",0.253023211562393
"Clade Ia","X35426",-0.105655511470711
"Clade Ib","X35426",-0.0734177141935024
"Cm1-21","X35426",0.160216058177693
"Colwellia","X35426",-0.0631072233476061
"Crocinitomix","X35426",0.0664922124918822
"D_7__Chaetoceros","X35426",0.00030597368206863
"Dokdonia","X35426",-0.137473794224355
"Flavicella","X35426",-0.246492272475119
"Fluviicola","X35426",0.303645736879658
"Formosa","X35426",-0.0785193872905874
"Francisella","X35426",-0.17291746817934
"FS140-16B-02 marine group","X35426",-0.00626790877277056
"Halioglobus","X35426",0.240552146561724
"Halomonas","X35426",0.100881882051909
"Hellea","X35426",0.0711485181147013
"hydrothermal vent metagenome","X35426",0.074335586217912
"Idiomarina","X35426",0.0199052920025417
"IS-44","X35426",0.148154620101013
"JL-ETNP-F27","X35426",0.0114352976821483
"Lentimonas","X35426",-0.0663175880908133
"Lentisphaera","X35426",-0.0842342703285475
"Lewinella","X35426",-0.0777882753433408
"LS-NOB","X35426",-0.038384558390677
"Luminiphilus","X35426",0.0267784186950628
"Magnetospira","X35426",-0.0738417834919838
"Marinagarivorans","X35426",-0.115594199192086
"marine metagenome","X35426",0.00296883529302946
"Marinimicrobia bacterium SCGC AAA003-E22","X35426",-0.0877108759922142
"Marinimicrobia bacterium SCGC AAA160-I06","X35426",-0.0824316617361189
"Marinobacter","X35426",-0.104311536907028
"Marinoscillum","X35426",-0.132575918990402
"MB11C04 marine group","X35426",0.142650073521347
"MD3-55","X35426",-0.133358745867774
"metagenome","X35426",-0.125162456821262
"Milano-WF1B-03","X35426",0.193986111654422
"MWH-UniP1 aquatic group","X35426",-0.125569674223947
"Nitrosomonas","X35426",-0.057287885836262
"Nitrospina","X35426",-0.01260405676622
"NS10 marine group","X35426",0.316879733074296
"NS2b marine group","X35426",-0.174325338419361
"NS4 marine group","X35426",-0.0718602907248664
"NS5 marine group","X35426",-0.127143370306689
"Oleibacter","X35426",-0.0423956689597437
"Oleiphilus","X35426",-0.0114763371926399
"Oleispira","X35426",-0.0233230987578717
"OM27 clade","X35426",0.245148830314178
"OM43 clade","X35426",-0.0630340157054423
"OM60(NOR5) clade","X35426",-0.0649636793020307
"OM75 clade","X35426",-0.103778895554058
"Pelagicoccus","X35426",-0.121536783596902
"Peredibacter","X35426",-0.123794581522859
"Persicirhabdus","X35426",-0.0286472081521246
"Planktomarina","X35426",0.0171321128748895
"Porticoccus","X35426",0.315761876088003
"Prochlorococcus MIT9313","X35426",-0.105102109990162
"Pseudoalteromonas","X35426",-0.136780861270262
"Pseudofulvibacter","X35426",0.140121386806665
"Pseudohongiella","X35426",-0.0286418290382477
"Pseudomonas","X35426",0.114867150726816
"Psychromonas","X35426",0.0452866565933681
"Reichenbachiella","X35426",-0.134204896568829
"Rhodobacteraceae bacterium REDSEA-S29_B10","X35426",-0.108808967575607
"Rhodopirellula","X35426",-0.0230055418246024
"Roseibacillus","X35426",0.00838505315391991
"Roseobacter clade NAC11-7 lineage","X35426",-0.0918008785835825
"Rubripirellula","X35426",0.363374403580278
"Ruegeria","X35426",-0.0125694158283512
"Saprospira","X35426",-0.0741985459985442
"SAR116 cluster bacterium REDSEA-S10_B10N8","X35426",-0.143801213446757
"SAR202 cluster bacterium SCGC AAA240-N13","X35426",-0.0737348439408779
"SAR86 cluster bacterium REDSEA-S09_B4","X35426",-0.0482099814265083
"SAR92 clade","X35426",-0.0680635233639449
"SCGC AAA164-E04","X35426",0.0704881999687229
"seawater metagenome","X35426",-0.115452762070252
"Shewanella","X35426",-0.086117735026469
"Sinobacterium","X35426",0.00556282126975588
"Sulfitobacter","X35426",-0.0530544763851481
"SUP05 cluster","X35426",0.0431772566349825
"Sva0996 marine group","X35426",0.0321349923322674
"Synechococcus CC9902","X35426",-0.208328378610352
"Thalassotalea","X35426",-0.125396804925503
"Ulvibacter","X35426",0.00890041691688227
"A714019","X12678",0.366204380087875
"Aliiglaciecola","X12678",0.258497347681986
"Alteromonas","X12678",0.244444862371149
"Alteromonas macleodii","X12678",0.348992800668844
"Amphritea","X12678",0.00489018245426355
"Amylibacter","X12678",-0.298325158610545
"Ascidiaceihabitans","X12678",-0.0671168118353126
"AT-s3-44","X12678",0.321114611665751
"Aureispira","X12678",0.269368222105597
"BD1-7 clade","X12678",-0.105619307976956
"Blastopirellula","X12678",0.126105227278929
"Candidatus Actinomarina","X12678",0.0319690117962031
"Candidatus Endoecteinascidia","X12678",0.322734225767266
"Candidatus Nitrosopelagicus","X12678",0.337977332700222
"Candidatus Nitrosopumilus","X12678",0.116703616430868
"Candidatus Puniceispirillum","X12678",-0.0021332665621398
"Catenovulum","X12678",0.394283770788163
"CL500-3","X12678",-0.0528454928065664
"Clade Ia","X12678",0.0461189567675354
"Clade Ib","X12678",0.398555920921073
"Cm1-21","X12678",0.121987103062623
"Colwellia","X12678",0.255413980755699
"Crocinitomix","X12678",0.305522983918715
"D_7__Chaetoceros","X12678",-0.165931873770693
"Dokdonia","X12678",0.172745014539358
"Flavicella","X12678",0.313354450686693
"Fluviicola","X12678",-0.185585546195466
"Formosa","X12678",-0.328084484359891
"Francisella","X12678",-0.133777509863478
"FS140-16B-02 marine group","X12678",0.267069205181597
"Halioglobus","X12678",0.238045458320203
"Halomonas","X12678",0.216375285183501
"Hellea","X12678",-0.29960074547498
"hydrothermal vent metagenome","X12678",0.339970354735121
"Idiomarina","X12678",0.103830189621794
"IS-44","X12678",-0.114675456297949
"JL-ETNP-F27","X12678",0.284969937110737
"Lentimonas","X12678",0.011904277249838
"Lentisphaera","X12678",0.400965414828129
"Lewinella","X12678",-0.191199603327101
"LS-NOB","X12678",0.244150076223602
"Luminiphilus","X12678",-0.0409534471951253
"Magnetospira","X12678",0.346690241967681
"Marinagarivorans","X12678",0.37020001217721
"marine metagenome","X12678",0.398020817243157
"Marinimicrobia bacterium SCGC AAA003-E22","X12678",0.314401559011193
"Marinimicrobia bacterium SCGC AAA160-I06","X12678",0.30877043404591
"Marinobacter","X12678",0.293399379471106
"Marinoscillum","X12678",0.334922967804973
"MB11C04 marine group","X12678",0.0266799761102914
"MD3-55","X12678",-0.123454797422265
"metagenome","X12678",0.404248976544475
"Milano-WF1B-03","X12678",0.0532858286684074
"MWH-UniP1 aquatic group","X12678",0.150986346957753
"Nitrosomonas","X12678",0.0603372274437304
"Nitrospina","X12678",0.384112867691477
"NS10 marine group","X12678",-0.148225931222822
"NS2b marine group","X12678",0.421158456334364
"NS4 marine group","X12678",0.0230617171890513
"NS5 marine group","X12678",0.133541295386217
"Oleibacter","X12678",-0.0329416084418746
"Oleiphilus","X12678",-0.10640986867744
"Oleispira","X12678",0.153591669564399
"OM27 clade","X12678",0.134243592526126
"OM43 clade","X12678",-0.0153943999979078
"OM60(NOR5) clade","X12678",-0.102256361372189
"OM75 clade","X12678",0.243949791732053
"Pelagicoccus","X12678",0.179615785892521
"Peredibacter","X12678",0.219209136453861
"Persicirhabdus","X12678",0.0283134025533894
"Planktomarina","X12678",-0.316144275955743
"Porticoccus","X12678",-0.130041700346599
"Prochlorococcus MIT9313","X12678",0.19878845961731
"Pseudoalteromonas","X12678",0.475344410808112
"Pseudofulvibacter","X12678",0.187496616498522
"Pseudohongiella","X12678",0.05490406292731
"Pseudomonas","X12678",0.130881287004445
"Psychromonas","X12678",0.121756824977513
"Reichenbachiella","X12678",0.230565972265383
"Rhodobacteraceae bacterium REDSEA-S29_B10","X12678",0.110397369789
